task,task_type,router,budget,primary_metric,primary_mean,primary_std,call_rate_mean,n_seeds,source_dir
ESOL,regression,flexibility,5.0,MAE,0.6068247973917015,0.011359012885741501,5.179282868525896,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,flexibility,10.0,MAE,0.6082871199338085,0.01126788734131245,9.9601593625498,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,flexibility,20.0,MAE,0.6065696062300784,0.010677442827986806,19.9203187250996,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,flexibility,40.0,MAE,0.6065947691708448,0.011360741547912782,39.8406374501992,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,flexibility,60.0,MAE,0.5884961484377127,0.0012137358911803934,60.159362549800804,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,flexibility,80.0,MAE,0.5949352448816793,0.002335078595078317,80.0796812749004,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,flexibility,100.0,MAE,0.5987428289109492,0.004920617971866427,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,oracle,0.0,MAE,0.6019217134369322,0.011546324794926397,0.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,oracle,5.0,MAE,0.5818544350650681,0.009667970715000737,5.179282868525896,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,oracle,10.0,MAE,0.5690912599624391,0.008903918934816546,9.9601593625498,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,oracle,20.0,MAE,0.549774142271399,0.006699277382070301,19.9203187250996,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,oracle,40.0,MAE,0.5327601176417681,0.00280924709236077,39.8406374501992,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,oracle,60.0,MAE,0.5340872209982093,0.002091325222479836,60.159362549800804,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,oracle,80.0,MAE,0.5517974446748832,0.0034771342218738645,80.0796812749004,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,oracle,100.0,MAE,0.5987428289109492,0.004920617971866427,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,random,0.0,MAE,0.6019217134369322,0.011546324794926397,0.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,random,5.0,MAE,0.6016878012045446,0.009830853321586619,5.179282868525896,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,random,10.0,MAE,0.6028047663259316,0.009197058197513723,9.9601593625498,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,random,20.0,MAE,0.6034204622952588,0.011201681047900139,19.9203187250996,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,random,40.0,MAE,0.6009790161603951,0.00944641693662526,39.8406374501992,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,random,60.0,MAE,0.5967074926049586,0.005014776974133854,60.159362549800804,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,random,80.0,MAE,0.5982898903675763,0.006542843795236806,80.0796812749004,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,random,100.0,MAE,0.5987428289109492,0.004920617971866427,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,uncertainty,0.0,MAE,0.6019217134369322,0.011546324794926397,0.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,uncertainty,5.0,MAE,0.6050480644621221,0.010676476417598186,5.179282868525896,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,uncertainty,10.0,MAE,0.6058945149866233,0.008003899481599465,9.9601593625498,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,uncertainty,20.0,MAE,0.6023980270613711,0.007020551011251564,19.9203187250996,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,uncertainty,40.0,MAE,0.5987212010714164,0.007489417337258264,39.8406374501992,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,uncertainty,60.0,MAE,0.6030629978719462,0.0070796622195239585,60.159362549800804,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,uncertainty,80.0,MAE,0.59700302233525,0.0064042558747185365,80.0796812749004,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,uncertainty,100.0,MAE,0.5987428289109492,0.004920617971866427,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,voi_router,0.0,MAE,0.6019217134369322,0.011546324794926397,0.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,voi_router,5.0,MAE,0.6004115497961463,0.010689171909549936,5.179282868525896,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,voi_router,10.0,MAE,0.599922514790083,0.010971926234083176,9.9601593625498,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,voi_router,20.0,MAE,0.5986473318745891,0.01444508235133427,19.9203187250996,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,voi_router,40.0,MAE,0.5970338690054844,0.014862301631045903,39.8406374501992,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,voi_router,60.0,MAE,0.5991748892666335,0.015038421250321019,60.159362549800804,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,voi_router,80.0,MAE,0.6020447283292671,0.013463526235879552,80.0796812749004,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
ESOL,regression,voi_router,100.0,MAE,0.5987428289109492,0.004920617971866427,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,flexibility,0.0,MAE,2.464670969394537,0.05104011185548207,0.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,flexibility,5.0,MAE,2.512367388645808,0.055784555206016634,5.128205128205128,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,flexibility,10.0,MAE,2.5650644758970307,0.06011703020616717,9.935897435897436,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,flexibility,20.0,MAE,2.6500144397234306,0.06511291592771613,19.871794871794872,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,flexibility,40.0,MAE,2.835351740861551,0.07588310668257078,40.06410256410257,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,flexibility,60.0,MAE,2.8966285484020524,0.08334202608652648,59.93589743589744,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,flexibility,80.0,MAE,2.9249794365320456,0.08689186824982634,80.12820512820514,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,flexibility,100.0,MAE,3.0060841249258092,0.09192950822563972,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,oracle,0.0,MAE,2.464670969394537,0.05104011185548207,0.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,oracle,5.0,MAE,2.411687370660977,0.0562460370917702,5.128205128205128,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,oracle,10.0,MAE,2.3880813739972235,0.057440130317064,9.935897435897436,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,oracle,20.0,MAE,2.3649567078321407,0.059438724062647955,19.871794871794872,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,oracle,40.0,MAE,2.3977498847276735,0.06888745722409495,40.06410256410257,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,oracle,60.0,MAE,2.4863401547639796,0.07973200066432107,59.93589743589744,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,oracle,80.0,MAE,2.642244493215512,0.08695877957104302,80.12820512820514,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,oracle,100.0,MAE,3.0060841249258092,0.09192950822563972,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,random,0.0,MAE,2.464670969394537,0.05104011185548207,0.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,random,5.0,MAE,2.4980118015546067,0.05166913058124427,5.128205128205128,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,random,10.0,MAE,2.5256589260406983,0.05121533749600321,9.935897435897436,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,random,20.0,MAE,2.5705352177192,0.05393203894995482,19.871794871794872,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,random,40.0,MAE,2.6823945970351883,0.05794216810074301,40.06410256410257,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,random,60.0,MAE,2.7916247119475637,0.06885673605801874,59.93589743589744,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,random,80.0,MAE,2.911213305387742,0.09423518840934464,80.12820512820514,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,random,100.0,MAE,3.0060841249258092,0.09192950822563972,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,uncertainty,0.0,MAE,2.464670969394537,0.05104011185548207,0.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,uncertainty,5.0,MAE,2.4450131494998932,0.06029538157630412,5.128205128205128,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,uncertainty,10.0,MAE,2.4573736056119966,0.06049683805639899,9.935897435897436,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,uncertainty,20.0,MAE,2.500407320395494,0.061458298510043544,19.871794871794872,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,uncertainty,40.0,MAE,2.6627651968491386,0.07341052445201819,40.06410256410257,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,uncertainty,60.0,MAE,2.774188717230772,0.08754932525186754,59.93589743589744,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,uncertainty,80.0,MAE,2.8744670083094865,0.09037510026369507,80.12820512820514,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,uncertainty,100.0,MAE,3.0060841249258092,0.09192950822563972,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,voi_router,0.0,MAE,2.464670969394537,0.05104011185548207,0.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,voi_router,5.0,MAE,2.452733642785977,0.06294835366299772,5.128205128205128,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,voi_router,10.0,MAE,2.453636250911615,0.06426776129432264,9.935897435897436,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,voi_router,20.0,MAE,2.516190734300858,0.08260305391942842,19.871794871794872,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,voi_router,40.0,MAE,2.653768738153653,0.09236796564763099,40.06410256410257,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,voi_router,60.0,MAE,2.7919085394663687,0.0956240412311595,59.93589743589744,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,voi_router,80.0,MAE,2.90378814861102,0.07951921357564033,80.12820512820514,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
FreeSolv,regression,voi_router,100.0,MAE,3.0060841249258092,0.09192950822563972,100.0,5,results/if_oof_scalar_rdkit2d_combo_reg_5seed
HIV,classification,flexibility,0.0,AUROC,0.7313528143104833,0.0052254395815505075,0.0,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,flexibility,5.0,AUROC,0.7329851566794942,0.005392204480233853,5.007907221929362,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,flexibility,10.0,AUROC,0.7315022342509974,0.006345883142369878,10.015814443858725,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,flexibility,20.0,AUROC,0.7299643365613679,0.004695623170225103,19.97891407485504,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,flexibility,40.0,AUROC,0.7296246176400107,0.004510811801306464,40.01054296257248,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,flexibility,60.0,AUROC,0.7257777589828166,0.003969672978138808,59.98945703742752,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,flexibility,80.0,AUROC,0.7273043796958036,0.004381727193571283,80.02108592514496,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,flexibility,100.0,AUROC,0.7294329090370871,0.0066225608561279,100.0,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,oracle,0.0,AUROC,0.7313528143104833,0.0052254395815505075,0.0,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,oracle,5.0,AUROC,0.7654219703697439,0.0064949392455403475,5.007907221929362,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,oracle,10.0,AUROC,0.777271253576916,0.006537872797696398,10.015814443858725,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,oracle,20.0,AUROC,0.7946730381584697,0.006524405609908068,19.97891407485504,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,oracle,40.0,AUROC,0.8157271535501331,0.006814265352757055,40.01054296257248,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,oracle,60.0,AUROC,0.8254380400614595,0.006972150123809093,59.98945703742752,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,oracle,80.0,AUROC,0.8256790854371943,0.007045865925872005,80.02108592514496,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,oracle,100.0,AUROC,0.7294329090370871,0.0066225608561279,100.0,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,random,0.0,AUROC,0.7313528143104833,0.0052254395815505075,0.0,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,random,5.0,AUROC,0.7320942755247318,0.007183256256669439,5.007907221929362,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,random,10.0,AUROC,0.7329583738599682,0.007726939064027575,10.015814443858725,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,random,20.0,AUROC,0.7307424479497047,0.012978863956826838,19.97891407485504,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,random,40.0,AUROC,0.7269406971990808,0.009951230445575273,40.01054296257248,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,random,60.0,AUROC,0.7332995024034057,0.013159216611753689,59.98945703742752,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,random,80.0,AUROC,0.7327060515075908,0.01029800315247292,80.02108592514496,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
HIV,classification,random,100.0,AUROC,0.7294329090370871,0.0066225608561279,100.0,5,results/if_oof_usr_rdkit2d_combo_cls_5seed
