source_dir,task,n_timing_seeds,feature_cache_hit,mean_feature_elapsed_sec,mean_fit2d_sec,mean_fit3d_aug_sec,mean_oof_label_sec,mean_router_fit_sec,mean_seed_total_sec,conformer_success_rate,mean_conformer_elapsed_sec,p95_conformer_elapsed_sec,failed_conformer_rate
results/if_oof_usr_rdkit2d_combo_cls_5seed,BACE,5,True,0.0208680240903049,2.929168070759624,3.1250732651446014,29.08922948022373,5.167390878638253,40.64592717355117,1.0,1.3116970586997345,2.802225446701048,0.0
results/if_oof_usr_rdkit2d_combo_cls_5seed,BBBP,5,True,0.0099678779952228,3.2978964471258223,3.5823892996646465,34.91481543979607,10.623641785699874,52.80552059598267,0.990379746835443,0.8816363063039659,2.05452663898468,0.009620253164556962
results/if_oof_usr_rdkit2d_combo_cls_5seed,HIV,5,True,0.0432072980329394,15.368441708525642,15.277960159257054,141.8200428755954,129.05813747574575,302.8205962778535,0.9644166666666667,0.9604145643313726,2.1279602050781237,0.035583333333333335
results/if_oof_scalar_rdkit2d_combo_reg_5seed,ESOL,5,True,0.0173084191046655,1.932726480392739,2.1789364465978,25.651349271228536,2.0407889225985856,32.142010391131045,1.0,0.16701599243184553,0.7173830032348633,0.0
results/if_oof_scalar_rdkit2d_combo_reg_5seed,FreeSolv,5,True,0.005920338910073,1.3159350170288235,1.4496577074751258,16.9847767197527,0.4535963807720691,20.454609401430936,1.0,0.05089628139388891,0.17903442382812487,0.0
results/if_oof_scalar_rdkit2d_combo_reg_5seed,Lipophilicity,5,True,0.0210721308831125,4.153295104997232,4.607406712230295,54.17998398211785,20.86432851124555,84.64662276520394,0.9997619047619047,0.6825835633845556,1.4431427478790264,0.0002380952380952381
