task,task_type,router_feature_set,budget,primary_metric,primary_mean,primary_std,primary_mean_std,call_rate_mean,n_seeds
ESOL,regression,uncertainty_support_ood,5.0,MAE,0.602378398096609,0.0098058787754383,0.602378 +/- 0.009806,5.179282868525896,5
ESOL,regression,uncertainty_support_ood,10.0,MAE,0.6026759435858859,0.0086545246653461,0.602676 +/- 0.008655,9.9601593625498,5
ESOL,regression,uncertainty_support_ood,20.0,MAE,0.6021963827763896,0.0082520275987613,0.602196 +/- 0.008252,19.9203187250996,5
ESOL,regression,uncertainty_support_ood,40.0,MAE,0.6036909442491266,0.011637807394575,0.603691 +/- 0.011638,39.8406374501992,5
ESOL,regression,uncertainty_support_ood,60.0,MAE,0.6030332333788929,0.0114925482293872,0.603033 +/- 0.011493,60.1593625498008,5
ESOL,regression,uncertainty_support_ood,80.0,MAE,0.6000473168498491,0.0080134264595996,0.600047 +/- 0.008013,80.0796812749004,5
ESOL,regression,uncertainty_support_ood,100.0,MAE,0.5987428289109491,0.0049206179718664,0.598743 +/- 0.004921,100.0,5
FreeSolv,regression,desc_uncertainty_support,0.0,MAE,2.464670969394537,0.051040111855482,2.464671 +/- 0.051040,0.0,5
FreeSolv,regression,desc_uncertainty_support,5.0,MAE,2.460402014487829,0.0714921987632122,2.460402 +/- 0.071492,5.128205128205128,5
FreeSolv,regression,desc_uncertainty_support,10.0,MAE,2.469725633706802,0.0759454301672069,2.469726 +/- 0.075945,9.935897435897436,5
FreeSolv,regression,desc_uncertainty_support,20.0,MAE,2.5132028850164168,0.0895410901274063,2.513203 +/- 0.089541,19.871794871794872,5
FreeSolv,regression,desc_uncertainty_support,40.0,MAE,2.629719322601954,0.0952069441795681,2.629719 +/- 0.095207,40.06410256410257,5
FreeSolv,regression,desc_uncertainty_support,60.0,MAE,2.775484805797919,0.0919319596585273,2.775485 +/- 0.091932,59.93589743589744,5
FreeSolv,regression,desc_uncertainty_support,80.0,MAE,2.918208357419723,0.0842726133315174,2.918208 +/- 0.084273,80.12820512820514,5
FreeSolv,regression,desc_uncertainty_support,100.0,MAE,3.006084124925809,0.0919295082256396,3.006084 +/- 0.091930,100.0,5
FreeSolv,regression,ecfp_only,0.0,MAE,2.464670969394537,0.051040111855482,2.464671 +/- 0.051040,0.0,5
FreeSolv,regression,ecfp_only,5.0,MAE,2.4853544859947303,0.0620045737195395,2.485354 +/- 0.062005,5.128205128205128,5
FreeSolv,regression,ecfp_only,10.0,MAE,2.4980967547526727,0.0638665550095967,2.498097 +/- 0.063867,9.935897435897436,5
FreeSolv,regression,ecfp_only,20.0,MAE,2.5575462385568866,0.0720023450859299,2.557546 +/- 0.072002,19.871794871794872,5
FreeSolv,regression,ecfp_only,40.0,MAE,2.6807662985813923,0.0682627773234845,2.680766 +/- 0.068263,40.06410256410257,5
FreeSolv,regression,ecfp_only,60.0,MAE,2.766446564973929,0.0780389802302697,2.766447 +/- 0.078039,59.93589743589744,5
FreeSolv,regression,ecfp_only,80.0,MAE,2.891393116883743,0.0853234149563781,2.891393 +/- 0.085323,80.12820512820514,5
FreeSolv,regression,ecfp_only,100.0,MAE,3.006084124925809,0.0919295082256396,3.006084 +/- 0.091930,100.0,5
FreeSolv,regression,ecfp_uncertainty,0.0,MAE,2.464670969394537,0.051040111855482,2.464671 +/- 0.051040,0.0,5
FreeSolv,regression,ecfp_uncertainty,5.0,MAE,2.4711244563445063,0.0695399668849889,2.471124 +/- 0.069540,5.128205128205128,5
FreeSolv,regression,ecfp_uncertainty,10.0,MAE,2.489974456579257,0.0723468681036517,2.489974 +/- 0.072347,9.935897435897436,5
FreeSolv,regression,ecfp_uncertainty,20.0,MAE,2.537076317512072,0.0764631046064448,2.537076 +/- 0.076463,19.871794871794872,5
FreeSolv,regression,ecfp_uncertainty,40.0,MAE,2.649111410214351,0.1106499249415514,2.649111 +/- 0.110650,40.06410256410257,5
FreeSolv,regression,ecfp_uncertainty,60.0,MAE,2.769592482524041,0.098170892931442,2.769592 +/- 0.098171,59.93589743589744,5
FreeSolv,regression,ecfp_uncertainty,80.0,MAE,2.900209321743403,0.0810625828937149,2.900209 +/- 0.081063,80.12820512820514,5
FreeSolv,regression,ecfp_uncertainty,100.0,MAE,3.006084124925809,0.0919295082256396,3.006084 +/- 0.091930,100.0,5
FreeSolv,regression,full_ecfp_desc_uncertainty_support,0.0,MAE,2.464670969394537,0.051040111855482,2.464671 +/- 0.051040,0.0,5
FreeSolv,regression,full_ecfp_desc_uncertainty_support,5.0,MAE,2.4595715006375927,0.0760870645248711,2.459572 +/- 0.076087,5.128205128205128,5
FreeSolv,regression,full_ecfp_desc_uncertainty_support,10.0,MAE,2.465017597540831,0.0775831570514456,2.465018 +/- 0.077583,9.935897435897436,5
FreeSolv,regression,full_ecfp_desc_uncertainty_support,20.0,MAE,2.4961298532119165,0.0782597368091135,2.496130 +/- 0.078260,19.871794871794872,5
FreeSolv,regression,full_ecfp_desc_uncertainty_support,40.0,MAE,2.623558864465126,0.0744767903189568,2.623559 +/- 0.074477,40.06410256410257,5
FreeSolv,regression,full_ecfp_desc_uncertainty_support,60.0,MAE,2.741298285129743,0.0787410283254433,2.741298 +/- 0.078741,59.93589743589744,5
FreeSolv,regression,full_ecfp_desc_uncertainty_support,80.0,MAE,2.890835538961949,0.0741296398195296,2.890836 +/- 0.074130,80.12820512820514,5
FreeSolv,regression,full_ecfp_desc_uncertainty_support,100.0,MAE,3.006084124925809,0.0919295082256396,3.006084 +/- 0.091930,100.0,5
FreeSolv,regression,oracle,0.0,MAE,2.464670969394537,0.051040111855482,2.464671 +/- 0.051040,0.0,5
FreeSolv,regression,oracle,5.0,MAE,2.4116873706609776,0.0562460370917701,2.411687 +/- 0.056246,5.128205128205128,5
FreeSolv,regression,oracle,10.0,MAE,2.388081373997224,0.0574401303170638,2.388081 +/- 0.057440,9.935897435897436,5
FreeSolv,regression,oracle,20.0,MAE,2.3649567078321407,0.0594387240626478,2.364957 +/- 0.059439,19.871794871794872,5
FreeSolv,regression,oracle,40.0,MAE,2.397749884727673,0.0688874572240948,2.397750 +/- 0.068887,40.06410256410257,5
FreeSolv,regression,oracle,60.0,MAE,2.48634015476398,0.079732000664321,2.486340 +/- 0.079732,59.93589743589744,5
FreeSolv,regression,oracle,80.0,MAE,2.642244493215512,0.0869587795710429,2.642244 +/- 0.086959,80.12820512820514,5
FreeSolv,regression,oracle,100.0,MAE,3.006084124925809,0.0919295082256396,3.006084 +/- 0.091930,100.0,5
FreeSolv,regression,random,0.0,MAE,2.464670969394537,0.051040111855482,2.464671 +/- 0.051040,0.0,5
FreeSolv,regression,random,5.0,MAE,2.4980118015546067,0.0516691305812442,2.498012 +/- 0.051669,5.128205128205128,5
FreeSolv,regression,random,10.0,MAE,2.5256589260406983,0.0512153374960032,2.525659 +/- 0.051215,9.935897435897436,5
FreeSolv,regression,random,20.0,MAE,2.5705352177192,0.0539320389499547,2.570535 +/- 0.053932,19.871794871794872,5
FreeSolv,regression,random,40.0,MAE,2.6823945970351883,0.0579421681007428,2.682395 +/- 0.057942,40.06410256410257,5
FreeSolv,regression,random,60.0,MAE,2.791624711947564,0.0688567360580187,2.791625 +/- 0.068857,59.93589743589744,5
FreeSolv,regression,random,80.0,MAE,2.911213305387742,0.0942351884093446,2.911213 +/- 0.094235,80.12820512820514,5
FreeSolv,regression,random,100.0,MAE,3.006084124925809,0.0919295082256396,3.006084 +/- 0.091930,100.0,5
FreeSolv,regression,uncertainty,0.0,MAE,2.464670969394537,0.051040111855482,2.464671 +/- 0.051040,0.0,5
FreeSolv,regression,uncertainty,5.0,MAE,2.4450131494998937,0.0602953815763042,2.445013 +/- 0.060295,5.128205128205128,5
FreeSolv,regression,uncertainty,10.0,MAE,2.4573736056119966,0.060496838056399,2.457374 +/- 0.060497,9.935897435897436,5
FreeSolv,regression,uncertainty,20.0,MAE,2.500407320395494,0.0614582985100433,2.500407 +/- 0.061458,19.871794871794872,5
FreeSolv,regression,uncertainty,40.0,MAE,2.6627651968491386,0.0734105244520181,2.662765 +/- 0.073411,40.06410256410257,5
FreeSolv,regression,uncertainty,60.0,MAE,2.774188717230772,0.0875493252518674,2.774189 +/- 0.087549,59.93589743589744,5
FreeSolv,regression,uncertainty,80.0,MAE,2.8744670083094865,0.090375100263695,2.874467 +/- 0.090375,80.12820512820514,5
FreeSolv,regression,uncertainty,100.0,MAE,3.006084124925809,0.0919295082256396,3.006084 +/- 0.091930,100.0,5
FreeSolv,regression,uncertainty_only,0.0,MAE,2.464670969394537,0.051040111855482,2.464671 +/- 0.051040,0.0,5
FreeSolv,regression,uncertainty_only,5.0,MAE,2.4657011748521755,0.0631523276274038,2.465701 +/- 0.063152,5.128205128205128,5
FreeSolv,regression,uncertainty_only,10.0,MAE,2.4992768291082137,0.0680243982190605,2.499277 +/- 0.068024,9.935897435897436,5
FreeSolv,regression,uncertainty_only,20.0,MAE,2.5558653559073425,0.0605904185743355,2.555865 +/- 0.060590,19.871794871794872,5
FreeSolv,regression,uncertainty_only,40.0,MAE,2.6800127757634877,0.0632210732174648,2.680013 +/- 0.063221,40.06410256410257,5
FreeSolv,regression,uncertainty_only,60.0,MAE,2.793510670570227,0.0864002267082995,2.793511 +/- 0.086400,59.93589743589744,5
FreeSolv,regression,uncertainty_only,80.0,MAE,2.9064865616835083,0.100424397099725,2.906487 +/- 0.100424,80.12820512820514,5
FreeSolv,regression,uncertainty_only,100.0,MAE,3.006084124925809,0.0919295082256396,3.006084 +/- 0.091930,100.0,5
FreeSolv,regression,uncertainty_support_ood,0.0,MAE,2.464670969394537,0.051040111855482,2.464671 +/- 0.051040,0.0,5
FreeSolv,regression,uncertainty_support_ood,5.0,MAE,2.465453314475524,0.0711250994439182,2.465453 +/- 0.071125,5.128205128205128,5
FreeSolv,regression,uncertainty_support_ood,10.0,MAE,2.4968386270144043,0.0848079475556395,2.496839 +/- 0.084808,9.935897435897436,5
FreeSolv,regression,uncertainty_support_ood,20.0,MAE,2.558518040443078,0.1006472754264846,2.558518 +/- 0.100647,19.871794871794872,5
FreeSolv,regression,uncertainty_support_ood,40.0,MAE,2.6930494779501206,0.0963177112086617,2.693049 +/- 0.096318,40.06410256410257,5
FreeSolv,regression,uncertainty_support_ood,60.0,MAE,2.8272358367871018,0.1085050111858917,2.827236 +/- 0.108505,59.93589743589744,5
FreeSolv,regression,uncertainty_support_ood,80.0,MAE,2.92739389822422,0.1011460310177924,2.927394 +/- 0.101146,80.12820512820514,5
FreeSolv,regression,uncertainty_support_ood,100.0,MAE,3.006084124925809,0.0919295082256396,3.006084 +/- 0.091930,100.0,5
HIV,classification,desc_uncertainty_support,0.0,AUROC,0.7313528143104833,0.0052254395815505,0.731353 +/- 0.005225,0.0,5
HIV,classification,desc_uncertainty_support,5.0,AUROC,0.7274185590843094,0.0102528700913685,0.727419 +/- 0.010253,5.007907221929362,5
HIV,classification,desc_uncertainty_support,10.0,AUROC,0.7240862124864325,0.0074747759848727,0.724086 +/- 0.007475,10.015814443858725,5
HIV,classification,desc_uncertainty_support,20.0,AUROC,0.7205057724024189,0.0134060346928687,0.720506 +/- 0.013406,19.978914074855037,5
HIV,classification,desc_uncertainty_support,40.0,AUROC,0.7130531004637656,0.0155262181422184,0.713053 +/- 0.015526,40.01054296257248,5
HIV,classification,desc_uncertainty_support,60.0,AUROC,0.7185957344835849,0.0132502049178394,0.718596 +/- 0.013250,59.98945703742752,5
HIV,classification,desc_uncertainty_support,80.0,AUROC,0.7231502234250997,0.0073011987654121,0.723150 +/- 0.007301,80.02108592514496,5
HIV,classification,desc_uncertainty_support,100.0,AUROC,0.7294329090370871,0.0066225608561279,0.729433 +/- 0.006623,100.0,5
HIV,classification,ecfp_only,0.0,AUROC,0.7313528143104833,0.0052254395815505,0.731353 +/- 0.005225,0.0,5
HIV,classification,ecfp_only,5.0,AUROC,0.7297148334531511,0.0057652829653372,0.729715 +/- 0.005765,5.007907221929362,5
HIV,classification,ecfp_only,10.0,AUROC,0.7292877179628141,0.0018605911495334,0.729288 +/- 0.001861,10.015814443858725,5
HIV,classification,ecfp_only,20.0,AUROC,0.7261259356366558,0.0033521287287714,0.726126 +/- 0.003352,19.978914074855037,5
HIV,classification,ecfp_only,40.0,AUROC,0.7312062136141302,0.007163356290528,0.731206 +/- 0.007163,40.01054296257248,5
HIV,classification,ecfp_only,60.0,AUROC,0.7322352377327639,0.004921485095326,0.732235 +/- 0.004921,59.98945703742752,5
HIV,classification,ecfp_only,80.0,AUROC,0.7318955188114067,0.0047802847435248,0.731896 +/- 0.004780,80.02108592514496,5
HIV,classification,ecfp_only,100.0,AUROC,0.7294329090370871,0.0066225608561279,0.729433 +/- 0.006623,100.0,5
HIV,classification,ecfp_uncertainty,0.0,AUROC,0.7313528143104833,0.0052254395815505,0.731353 +/- 0.005225,0.0,5
HIV,classification,ecfp_uncertainty,5.0,AUROC,0.725198404307805,0.0074822875461721,0.725198 +/- 0.007482,5.007907221929362,5
HIV,classification,ecfp_uncertainty,10.0,AUROC,0.723908600104312,0.0051764493574155,0.723909 +/- 0.005176,10.015814443858725,5
HIV,classification,ecfp_uncertainty,20.0,AUROC,0.723348980138425,0.0085340066795748,0.723349 +/- 0.008534,19.978914074855037,5
HIV,classification,ecfp_uncertainty,40.0,AUROC,0.7257270125879252,0.0058217538681568,0.725727 +/- 0.005822,40.01054296257248,5
HIV,classification,ecfp_uncertainty,60.0,AUROC,0.7292933564511355,0.0055115945741613,0.729293 +/- 0.005512,59.98945703742752,5
HIV,classification,ecfp_uncertainty,80.0,AUROC,0.7324551387772938,0.006365834274187,0.732455 +/- 0.006366,80.02108592514496,5
HIV,classification,ecfp_uncertainty,100.0,AUROC,0.7294329090370871,0.0066225608561279,0.729433 +/- 0.006623,100.0,5
HIV,classification,full_ecfp_desc_uncertainty_support,0.0,AUROC,0.7313528143104833,0.0052254395815505,0.731353 +/- 0.005225,0.0,5
HIV,classification,full_ecfp_desc_uncertainty_support,5.0,AUROC,0.7206692885637361,0.0039508691925003,0.720669 +/- 0.003951,5.007907221929362,5
HIV,classification,full_ecfp_desc_uncertainty_support,10.0,AUROC,0.720326750398218,0.0052483366867384,0.720327 +/- 0.005248,10.015814443858725,5
HIV,classification,full_ecfp_desc_uncertainty_support,20.0,AUROC,0.725092682651781,0.0092297126038254,0.725093 +/- 0.009230,19.978914074855037,5
HIV,classification,full_ecfp_desc_uncertainty_support,40.0,AUROC,0.7239621657433644,0.008644755395205,0.723962 +/- 0.008645,40.01054296257248,5
HIV,classification,full_ecfp_desc_uncertainty_support,60.0,AUROC,0.7265135817087438,0.0054106345312172,0.726514 +/- 0.005411,59.98945703742752,5
HIV,classification,full_ecfp_desc_uncertainty_support,80.0,AUROC,0.7341368179191159,0.0047249165384716,0.734137 +/- 0.004725,80.02108592514496,5
HIV,classification,full_ecfp_desc_uncertainty_support,100.0,AUROC,0.7294329090370871,0.0066225608561279,0.729433 +/- 0.006623,100.0,5
HIV,classification,oracle,0.0,AUROC,0.7313528143104833,0.0052254395815505,0.731353 +/- 0.005225,0.0,5
HIV,classification,oracle,5.0,AUROC,0.7654219703697439,0.0064949392455403,0.765422 +/- 0.006495,5.007907221929362,5
HIV,classification,oracle,10.0,AUROC,0.777271253576916,0.0065378727976963,0.777271 +/- 0.006538,10.015814443858725,5
HIV,classification,oracle,20.0,AUROC,0.7946730381584697,0.006524405609908,0.794673 +/- 0.006524,19.978914074855037,5
HIV,classification,oracle,40.0,AUROC,0.8157271535501331,0.006814265352757,0.815727 +/- 0.006814,40.01054296257248,5
HIV,classification,oracle,60.0,AUROC,0.8254380400614595,0.006972150123809,0.825438 +/- 0.006972,59.98945703742752,5
HIV,classification,oracle,80.0,AUROC,0.8256790854371943,0.007045865925872,0.825679 +/- 0.007046,80.02108592514496,5
HIV,classification,oracle,100.0,AUROC,0.7294329090370871,0.0066225608561279,0.729433 +/- 0.006623,100.0,5
HIV,classification,random,0.0,AUROC,0.7313528143104833,0.0052254395815505,0.731353 +/- 0.005225,0.0,5
HIV,classification,random,5.0,AUROC,0.7320942755247318,0.0071832562566694,0.732094 +/- 0.007183,5.007907221929362,5
HIV,classification,random,10.0,AUROC,0.7329583738599682,0.0077269390640275,0.732958 +/- 0.007727,10.015814443858725,5
HIV,classification,random,20.0,AUROC,0.7307424479497047,0.0129788639568268,0.730742 +/- 0.012979,19.978914074855037,5
HIV,classification,random,40.0,AUROC,0.7269406971990808,0.0099512304455752,0.726941 +/- 0.009951,40.01054296257248,5
HIV,classification,random,60.0,AUROC,0.7332995024034057,0.0131592166117536,0.733300 +/- 0.013159,59.98945703742752,5
HIV,classification,random,80.0,AUROC,0.7327060515075908,0.0102980031524729,0.732706 +/- 0.010298,80.02108592514496,5
HIV,classification,random,100.0,AUROC,0.7294329090370871,0.0066225608561279,0.729433 +/- 0.006623,100.0,5
HIV,classification,uncertainty,0.0,AUROC,0.7313528143104833,0.0052254395815505,0.731353 +/- 0.005225,0.0,5
HIV,classification,uncertainty,5.0,AUROC,0.7258158187789854,0.0046479953453551,0.725816 +/- 0.004648,5.007907221929362,5
HIV,classification,uncertainty,10.0,AUROC,0.7302871400177612,0.0046519271423403,0.730287 +/- 0.004652,10.015814443858725,5
HIV,classification,uncertainty,20.0,AUROC,0.7308918678902188,0.0104944225284326,0.730892 +/- 0.010494,19.978914074855037,5
HIV,classification,uncertainty,40.0,AUROC,0.7096248995644268,0.0078078596744593,0.709625 +/- 0.007808,40.01054296257248,5
HIV,classification,uncertainty,60.0,AUROC,0.7099801243286675,0.007108867683403,0.709980 +/- 0.007109,59.98945703742752,5
HIV,classification,uncertainty,80.0,AUROC,0.7207707813535192,0.0058047795689298,0.720771 +/- 0.005805,80.02108592514496,5
HIV,classification,uncertainty,100.0,AUROC,0.7294329090370871,0.0066225608561279,0.729433 +/- 0.006623,100.0,5
HIV,classification,uncertainty_only,0.0,AUROC,0.7313528143104833,0.0052254395815505,0.731353 +/- 0.005225,0.0,5
HIV,classification,uncertainty_only,5.0,AUROC,0.7316727985227159,0.0070957852495761,0.731673 +/- 0.007096,5.007907221929362,5
HIV,classification,uncertainty_only,10.0,AUROC,0.7299812520263318,0.0091683161662585,0.729981 +/- 0.009168,10.015814443858725,5
HIV,classification,uncertainty_only,20.0,AUROC,0.7272437659463499,0.0085340928289122,0.727244 +/- 0.008534,19.978914074855037,5
HIV,classification,uncertainty_only,40.0,AUROC,0.7184477241651512,0.0078933316124154,0.718448 +/- 0.007893,40.01054296257248,5
HIV,classification,uncertainty_only,60.0,AUROC,0.7210569346358241,0.008107606551774,0.721057 +/- 0.008108,59.98945703742752,5
HIV,classification,uncertainty_only,80.0,AUROC,0.730571883677986,0.006287194184011,0.730572 +/- 0.006287,80.02108592514496,5
HIV,classification,uncertainty_only,100.0,AUROC,0.7294329090370871,0.0066225608561279,0.729433 +/- 0.006623,100.0,5
HIV,classification,uncertainty_support_ood,0.0,AUROC,0.7313528143104833,0.0052254395815505,0.731353 +/- 0.005225,0.0,5
HIV,classification,uncertainty_support_ood,5.0,AUROC,0.732064673461045,0.0064618364612498,0.732065 +/- 0.006462,5.007907221929362,5
HIV,classification,uncertainty_support_ood,10.0,AUROC,0.7272635006554743,0.0072998359741489,0.727264 +/- 0.007300,10.015814443858725,5
HIV,classification,uncertainty_support_ood,20.0,AUROC,0.7243258482400867,0.0037309647574451,0.724326 +/- 0.003731,19.978914074855037,5
HIV,classification,uncertainty_support_ood,40.0,AUROC,0.7209568514681214,0.013905971762758,0.720957 +/- 0.013906,40.01054296257248,5
HIV,classification,uncertainty_support_ood,60.0,AUROC,0.723645000775292,0.0090142244922286,0.723645 +/- 0.009014,59.98945703742752,5
HIV,classification,uncertainty_support_ood,80.0,AUROC,0.7277878800693534,0.0096431864281973,0.727788 +/- 0.009643,80.02108592514496,5
HIV,classification,uncertainty_support_ood,100.0,AUROC,0.7294329090370871,0.0066225608561279,0.729433 +/- 0.006623,100.0,5
Lipophilicity,regression,desc_uncertainty_support,0.0,MAE,0.5660385122697215,0.0014256475035634,0.566039 +/- 0.001426,0.0,5
Lipophilicity,regression,desc_uncertainty_support,5.0,MAE,0.565774222111899,0.0024637371508295,0.565774 +/- 0.002464,4.958677685950414,5
Lipophilicity,regression,desc_uncertainty_support,10.0,MAE,0.5654571712154988,0.0023159789645539,0.565457 +/- 0.002316,10.0,5
Lipophilicity,regression,desc_uncertainty_support,20.0,MAE,0.564600580185504,0.003224920719022,0.564601 +/- 0.003225,20.0,5
Lipophilicity,regression,desc_uncertainty_support,40.0,MAE,0.564656895224516,0.003116192748673,0.564657 +/- 0.003116,40.0,5
Lipophilicity,regression,desc_uncertainty_support,60.0,MAE,0.5655900058340435,0.0039898198876201,0.565590 +/- 0.003990,60.0,5
Lipophilicity,regression,desc_uncertainty_support,80.0,MAE,0.5691971508459611,0.0024655845781493,0.569197 +/- 0.002466,80.0,5
Lipophilicity,regression,desc_uncertainty_support,100.0,MAE,0.5731921201118754,0.0040531622505129,0.573192 +/- 0.004053,100.0,5
Lipophilicity,regression,ecfp_only,0.0,MAE,0.5660385122697215,0.0014256475035634,0.566039 +/- 0.001426,0.0,5
Lipophilicity,regression,ecfp_only,5.0,MAE,0.5649395622635677,0.0009136794371437,0.564940 +/- 0.000914,4.958677685950414,5
Lipophilicity,regression,ecfp_only,10.0,MAE,0.5647613103433089,0.0013740628873385,0.564761 +/- 0.001374,10.0,5
Lipophilicity,regression,ecfp_only,20.0,MAE,0.565473868654188,0.0019434344268131,0.565474 +/- 0.001943,20.0,5
Lipophilicity,regression,ecfp_only,40.0,MAE,0.5676478509638919,0.0041397563737896,0.567648 +/- 0.004140,40.0,5
Lipophilicity,regression,ecfp_only,60.0,MAE,0.5687549097833555,0.003775549988776,0.568755 +/- 0.003776,60.0,5
Lipophilicity,regression,ecfp_only,80.0,MAE,0.5722102431967239,0.0044292339350302,0.572210 +/- 0.004429,80.0,5
Lipophilicity,regression,ecfp_only,100.0,MAE,0.5731921201118754,0.0040531622505129,0.573192 +/- 0.004053,100.0,5
Lipophilicity,regression,ecfp_uncertainty,0.0,MAE,0.5660385122697215,0.0014256475035634,0.566039 +/- 0.001426,0.0,5
Lipophilicity,regression,ecfp_uncertainty,5.0,MAE,0.5654440493481218,0.0007656075602685,0.565444 +/- 0.000766,4.958677685950414,5
Lipophilicity,regression,ecfp_uncertainty,10.0,MAE,0.565113580373102,0.000892662148448,0.565114 +/- 0.000893,10.0,5
Lipophilicity,regression,ecfp_uncertainty,20.0,MAE,0.5659123008255131,0.0024148774827097,0.565912 +/- 0.002415,20.0,5
Lipophilicity,regression,ecfp_uncertainty,40.0,MAE,0.5672784553523892,0.0042060429768955,0.567278 +/- 0.004206,40.0,5
Lipophilicity,regression,ecfp_uncertainty,60.0,MAE,0.5689770373123737,0.0054532029326005,0.568977 +/- 0.005453,60.0,5
Lipophilicity,regression,ecfp_uncertainty,80.0,MAE,0.571546641293439,0.0055994203679508,0.571547 +/- 0.005599,80.0,5
Lipophilicity,regression,ecfp_uncertainty,100.0,MAE,0.5731921201118754,0.0040531622505129,0.573192 +/- 0.004053,100.0,5
Lipophilicity,regression,full_ecfp_desc_uncertainty_support,0.0,MAE,0.5660385122697215,0.0014256475035634,0.566039 +/- 0.001426,0.0,5
Lipophilicity,regression,full_ecfp_desc_uncertainty_support,5.0,MAE,0.5661022461122718,0.0012080776072649,0.566102 +/- 0.001208,4.958677685950414,5
Lipophilicity,regression,full_ecfp_desc_uncertainty_support,10.0,MAE,0.5659051375613725,0.0011501610919328,0.565905 +/- 0.001150,10.0,5
Lipophilicity,regression,full_ecfp_desc_uncertainty_support,20.0,MAE,0.565740703172132,0.0016909275409598,0.565741 +/- 0.001691,20.0,5
Lipophilicity,regression,full_ecfp_desc_uncertainty_support,40.0,MAE,0.5673023220613969,0.0038480693893762,0.567302 +/- 0.003848,40.0,5
Lipophilicity,regression,full_ecfp_desc_uncertainty_support,60.0,MAE,0.5690414909559834,0.0042901974714837,0.569041 +/- 0.004290,60.0,5
Lipophilicity,regression,full_ecfp_desc_uncertainty_support,80.0,MAE,0.5715146420892605,0.0040527230084902,0.571515 +/- 0.004053,80.0,5
Lipophilicity,regression,full_ecfp_desc_uncertainty_support,100.0,MAE,0.5731921201118754,0.0040531622505129,0.573192 +/- 0.004053,100.0,5
Lipophilicity,regression,oracle,0.0,MAE,0.5660385122697215,0.0014256475035634,0.566039 +/- 0.001426,0.0,5
Lipophilicity,regression,oracle,5.0,MAE,0.546961495011306,0.0017058058054514,0.546961 +/- 0.001706,4.958677685950414,5
Lipophilicity,regression,oracle,10.0,MAE,0.5348045002590526,0.0020628464593156,0.534805 +/- 0.002063,10.0,5
Lipophilicity,regression,oracle,20.0,MAE,0.5183889789719227,0.0026964521008941,0.518389 +/- 0.002696,20.0,5
Lipophilicity,regression,oracle,40.0,MAE,0.5026778236105421,0.0036366857840284,0.502678 +/- 0.003637,40.0,5
Lipophilicity,regression,oracle,60.0,MAE,0.503583884358209,0.0041530213099513,0.503584 +/- 0.004153,60.0,5
Lipophilicity,regression,oracle,80.0,MAE,0.5221350345643098,0.0043360308795944,0.522135 +/- 0.004336,80.0,5
Lipophilicity,regression,oracle,100.0,MAE,0.5731921201118754,0.0040531622505129,0.573192 +/- 0.004053,100.0,5
Lipophilicity,regression,random,0.0,MAE,0.5660385122697215,0.0014256475035634,0.566039 +/- 0.001426,0.0,5
Lipophilicity,regression,random,5.0,MAE,0.5659655341215368,0.0007881683547413,0.565966 +/- 0.000788,4.958677685950414,5
Lipophilicity,regression,random,10.0,MAE,0.5667541760141199,0.001707904096393,0.566754 +/- 0.001708,10.0,5
Lipophilicity,regression,random,20.0,MAE,0.56785518275056,0.001711986543203,0.567855 +/- 0.001712,20.0,5
Lipophilicity,regression,random,40.0,MAE,0.5681681455017121,0.0033119176921638,0.568168 +/- 0.003312,40.0,5
Lipophilicity,regression,random,60.0,MAE,0.5694515311430309,0.0032449784999138,0.569452 +/- 0.003245,60.0,5
Lipophilicity,regression,random,80.0,MAE,0.5706530946865555,0.0033965829888807,0.570653 +/- 0.003397,80.0,5
Lipophilicity,regression,random,100.0,MAE,0.5731921201118754,0.0040531622505129,0.573192 +/- 0.004053,100.0,5
Lipophilicity,regression,uncertainty,0.0,MAE,0.5660385122697215,0.0014256475035634,0.566039 +/- 0.001426,0.0,5
Lipophilicity,regression,uncertainty,5.0,MAE,0.566822140240078,0.0019583822868289,0.566822 +/- 0.001958,4.958677685950414,5
Lipophilicity,regression,uncertainty,10.0,MAE,0.5658570889429613,0.0022588817870311,0.565857 +/- 0.002259,10.0,5
Lipophilicity,regression,uncertainty,20.0,MAE,0.5654771688149981,0.0019071564716229,0.565477 +/- 0.001907,20.0,5
Lipophilicity,regression,uncertainty,40.0,MAE,0.5680702400172052,0.0033113948080906,0.568070 +/- 0.003311,40.0,5
Lipophilicity,regression,uncertainty,60.0,MAE,0.571575555488886,0.004237235873192,0.571576 +/- 0.004237,60.0,5
Lipophilicity,regression,uncertainty,80.0,MAE,0.574503912252237,0.0046831177326741,0.574504 +/- 0.004683,80.0,5
Lipophilicity,regression,uncertainty,100.0,MAE,0.5731921201118754,0.0040531622505129,0.573192 +/- 0.004053,100.0,5
Lipophilicity,regression,uncertainty_only,0.0,MAE,0.5660385122697215,0.0014256475035634,0.566039 +/- 0.001426,0.0,5
Lipophilicity,regression,uncertainty_only,5.0,MAE,0.565267553650249,0.0011731282194762,0.565268 +/- 0.001173,4.958677685950414,5
Lipophilicity,regression,uncertainty_only,10.0,MAE,0.5644964959558376,0.0010907646861634,0.564496 +/- 0.001091,10.0,5
Lipophilicity,regression,uncertainty_only,20.0,MAE,0.5643385520667084,0.0026417225477626,0.564339 +/- 0.002642,20.0,5
