final_router,baseline,mean_delta_BIG,ci95_low,ci95_high,n_task_seed_pairs,n_positive_pairs,n_bootstrap
R9_nested_lcb_guardrail,random,0.04654110660664713,0.0105058837903362,0.08717611795767427,30,18,800
R9_nested_lcb_guardrail,uncertainty,0.04034311219554471,0.011339833534819264,0.0745495348884829,30,21,800
R9_nested_lcb_guardrail,flexibility,0.05867962209094226,0.019650364485193597,0.1085007564323808,30,20,800
R9_nested_lcb_guardrail,old_voi,0.04277294082441155,0.015195177702532623,0.07769065956067596,30,20,800
R9_nested_lcb_guardrail,R7_nested_top,0.042585844039370345,0.011663462405619138,0.07862229573620053,30,18,800
R9_nested_lcb_guardrail,R8_nested_gated,0.007320849156153704,-0.0010110927216816824,0.02084887387257594,30,14,800
