task,task_type,router,budget,primary_value_mean,primary_value_std,primary_value_mean_std,call_rate_mean,call_rate_std,call_rate_mean_std,n_seeds
ESOL,regression,R9_nested_lcb_guardrail,5.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,R9_nested_lcb_guardrail,10.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,R9_nested_lcb_guardrail,20.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,R9_nested_lcb_guardrail,40.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,R9_nested_lcb_guardrail,60.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,R9_nested_lcb_guardrail,80.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,R9_nested_lcb_guardrail,100.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,flexibility,0.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,flexibility,5.0,0.6068247973917015,0.011359012885741501,0.606825 +/- 0.011359,5.179282868525896,0.0,5.179283 +/- 0.000000,5
ESOL,regression,flexibility,10.0,0.6082871199338085,0.01126788734131245,0.608287 +/- 0.011268,9.9601593625498,0.0,9.960159 +/- 0.000000,5
ESOL,regression,flexibility,20.0,0.6065696062300784,0.010677442827986806,0.606570 +/- 0.010677,19.9203187250996,0.0,19.920319 +/- 0.000000,5
ESOL,regression,flexibility,40.0,0.6065947691708448,0.011360741547912763,0.606595 +/- 0.011361,39.8406374501992,0.0,39.840637 +/- 0.000000,5
ESOL,regression,flexibility,60.0,0.5884961484377127,0.0012137358911803939,0.588496 +/- 0.001214,60.159362549800804,7.105427357601002e-15,60.159363 +/- 0.000000,5
ESOL,regression,flexibility,80.0,0.5949352448816794,0.0023350785950783013,0.594935 +/- 0.002335,80.0796812749004,0.0,80.079681 +/- 0.000000,5
ESOL,regression,flexibility,100.0,0.5987428289109491,0.004920617971866437,0.598743 +/- 0.004921,100.0,0.0,100.000000 +/- 0.000000,5
ESOL,regression,old_voi,0.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,old_voi,5.0,0.6012818778186205,0.012190356061038757,0.601282 +/- 0.012190,5.179282868525896,0.0,5.179283 +/- 0.000000,5
ESOL,regression,old_voi,10.0,0.6006050717912347,0.011222880522217336,0.600605 +/- 0.011223,9.9601593625498,0.0,9.960159 +/- 0.000000,5
ESOL,regression,old_voi,20.0,0.5998756218382086,0.014740794526235933,0.599876 +/- 0.014741,19.9203187250996,0.0,19.920319 +/- 0.000000,5
ESOL,regression,old_voi,40.0,0.5960357952376285,0.013707040376593566,0.596036 +/- 0.013707,39.8406374501992,0.0,39.840637 +/- 0.000000,5
ESOL,regression,old_voi,60.0,0.5983216995102476,0.012107501834840547,0.598322 +/- 0.012108,60.159362549800804,7.105427357601002e-15,60.159363 +/- 0.000000,5
ESOL,regression,old_voi,80.0,0.6015727317050159,0.01291091061113668,0.601573 +/- 0.012911,80.0796812749004,0.0,80.079681 +/- 0.000000,5
ESOL,regression,old_voi,100.0,0.5987428289109491,0.004920617971866437,0.598743 +/- 0.004921,100.0,0.0,100.000000 +/- 0.000000,5
ESOL,regression,oracle,0.0,0.6019217134369322,0.011546324794926371,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
