task,task_type,router,beneficial_auc_mean,beneficial_auc_std,beneficial_auc_mean_std,beneficial_ap_mean,beneficial_ap_std,beneficial_ap_mean_std,precision_at_10_mean,precision_at_10_std,precision_at_10_mean_std,precision_at_20_mean,precision_at_20_std,precision_at_20_mean_std,ndcg_at_10_mean,ndcg_at_10_std,ndcg_at_10_mean_std,ndcg_at_20_mean,ndcg_at_20_std,ndcg_at_20_mean_std,utility_spearman_mean,utility_spearman_std,utility_spearman_mean_std,n_seeds
HIV,classification,oracle,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,1.6467268631127714e-16,1.000000 +/- 0.000000,1.0,1.8577584504832502e-16,1.000000 +/- 0.000000,0.9999999999999998,0.0,1.000000 +/- 0.000000,5
HIV,classification,random,0.5069657057812165,0.011472263026761319,0.506966 +/- 0.011472,0.7117946664046185,0.008645033212926402,0.711795 +/- 0.008645,0.7,0.022820508830188192,0.700000 +/- 0.022821,0.7081794195250659,0.011870418869870183,0.708179 +/- 0.011870,0.03774558880218939,0.016850851859386916,0.037746 +/- 0.016851,0.07977755225394474,0.02649017029383522,0.079778 +/- 0.026490,0.005039057555250654,0.02766318828748892,0.005039 +/- 0.027663,5
HIV,classification,uncertainty,0.5151386608381866,0.014146650209772134,0.515139 +/- 0.014147,0.6985219527784113,0.008750630152427996,0.698522 +/- 0.008751,0.6094736842105263,0.014661461344404348,0.609474 +/- 0.014661,0.6870712401055409,0.01309728089286633,0.687071 +/- 0.013097,0.2999458261333508,0.02486326966776084,0.299946 +/- 0.024863,0.3879132556203447,0.0375557569300652,0.387913 +/- 0.037556,0.3727997372446739,0.013978999100856303,0.372800 +/- 0.013979,5
Lipophilicity,regression,R0_raw_utility,0.5059346648291168,0.017264857567928848,0.505935 +/- 0.017265,0.5019834396782733,0.025353765638481046,0.501983 +/- 0.025354,0.5074380165289256,0.0436063006885055,0.507438 +/- 0.043606,0.5090909090909091,0.023140495867768583,0.509091 +/- 0.023140,0.19639425764923032,0.017044387729429684,0.196394 +/- 0.017044,0.24744045935352554,0.01617397363328475,0.247440 +/- 0.016174,0.02693585444393699,0.03184914485705873,0.026936 +/- 0.031849,5
Lipophilicity,regression,R1_binary,0.49224377897727456,0.009317191688060146,0.492244 +/- 0.009317,0.48459422561708554,0.011478098782344903,0.484594 +/- 0.011478,0.45785123966942154,0.031186714486137537,0.457851 +/- 0.031187,0.4859504132231405,0.0333253638903404,0.485950 +/- 0.033325,0.15912245607297987,0.03052429592986099,0.159122 +/- 0.030524,0.22306901515375177,0.03133510458970952,0.223069 +/- 0.031335,-0.0031381431190987295,0.02782425107590704,-0.003138 +/- 0.027824,5
Lipophilicity,regression,R2_margin_binary,0.4986283736898932,0.010370613595500478,0.498628 +/- 0.010371,0.49241879080467504,0.01657595544325433,0.492419 +/- 0.016576,0.4859504132231406,0.026856325304581687,0.485950 +/- 0.026856,0.49752066115702476,0.017453481059456932,0.497521 +/- 0.017453,0.1748556172674367,0.01210819740509703,0.174856 +/- 0.012108,0.23360966729881266,0.011922297319101932,0.233610 +/- 0.011922,0.010156387596558816,0.028359459895436555,0.010156 +/- 0.028359,5
Lipophilicity,regression,R3_three_class,0.4947406620123253,0.010071101107628135,0.494741 +/- 0.010071,0.493017338781239,0.015331527814780537,0.493017 +/- 0.015332,0.48429752066115694,0.029843752207054198,0.484298 +/- 0.029844,0.5066115702479339,0.030432979569457817,0.506612 +/- 0.030433,0.1816613741336805,0.01690448608334671,0.181661 +/- 0.016904,0.23853949365670504,0.013806212801584082,0.238539 +/- 0.013806,0.005806170245454351,0.03471905422825589,0.005806 +/- 0.034719,5
Lipophilicity,regression,R4_pairwise_margin_weighted,0.5048674335100044,0.027363434762523682,0.504867 +/- 0.027363,0.4936226887953613,0.023334821919496197,0.493623 +/- 0.023335,0.4776859504132231,0.042270121826593135,0.477686 +/- 0.042270,0.49421487603305786,0.0298666297513928,0.494215 +/- 0.029867,0.17432316792674546,0.021459985858561726,0.174323 +/- 0.021460,0.23253265067165949,0.021484301408750177,0.232533 +/- 0.021484,0.021669189732458658,0.045026519542660536,0.021669 +/- 0.045027,5
Lipophilicity,regression,R5_rank_regression,0.4996935862246235,0.014241756906130752,0.499694 +/- 0.014242,0.49689848105997375,0.01839868657350761,0.496898 +/- 0.018399,0.5173553719008265,0.01342816265229085,0.517355 +/- 0.013428,0.5024793388429752,0.018030929115100347,0.502479 +/- 0.018031,0.20011804244981718,0.014731944598309996,0.200118 +/- 0.014732,0.24996384044264067,0.018401835186946675,0.249964 +/- 0.018402,0.01576206707678255,0.03730096600324054,0.015762 +/- 0.037301,5
Lipophilicity,regression,R6_rank_reliability,0.5048674335100044,0.027363434762523682,0.504867 +/- 0.027363,0.4936226887953613,0.023334821919496197,0.493623 +/- 0.023335,0.4776859504132231,0.042270121826593135,0.477686 +/- 0.042270,0.49421487603305786,0.0298666297513928,0.494215 +/- 0.029867,0.17432316792674546,0.021459985858561726,0.174323 +/- 0.021460,0.23253265067165949,0.021484301408750177,0.232533 +/- 0.021484,0.021669189732458658,0.045026519542660536,0.021669 +/- 0.045027,5
Lipophilicity,regression,flexibility,0.5102559916320137,0.009734839336498081,0.510256 +/- 0.009735,0.5130983867861323,0.012472620065766486,0.513098 +/- 0.012473,0.5454545454545455,0.014783920512395306,0.545455 +/- 0.014784,0.5330578512396694,0.019381883305055504,0.533058 +/- 0.019382,0.20363335799662408,0.010023841515081783,0.203633 +/- 0.010024,0.2512522466001553,0.011981210787507033,0.251252 +/- 0.011981,0.028256275943596733,0.022638506581876945,0.028256 +/- 0.022639,5
Lipophilicity,regression,old_voi,0.5037828425441929,0.014426776923326797,0.503783 +/- 0.014427,0.5005027553081922,0.019534823921598398,0.500503 +/- 0.019535,0.5223140495867769,0.06599161909975912,0.522314 +/- 0.065992,0.5024793388429752,0.030207713855367038,0.502479 +/- 0.030208,0.20187864760589785,0.030862355469423796,0.201879 +/- 0.030862,0.24708649905019744,0.022650860315030667,0.247086 +/- 0.022651,0.024302872778189526,0.019417075231665595,0.024303 +/- 0.019417,5
Lipophilicity,regression,oracle,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0000000000000004,1.9860273225978183e-16,1.000000 +/- 0.000000,1.0,1.6467268631127714e-16,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,5
Lipophilicity,regression,random,0.4993123543994137,0.016044324894614347,0.499312 +/- 0.016044,0.49065024277402747,0.010596522521593342,0.490650 +/- 0.010597,0.4727272727272728,0.05105271144291075,0.472727 +/- 0.051053,0.4818181818181818,0.013976474814287399,0.481818 +/- 0.013976,0.2060503788407116,0.03325920317398665,0.206050 +/- 0.033259,0.25185052832625743,0.02742103051679479,0.251851 +/- 0.027421,0.0034958339137898123,0.0226615242280362,0.003496 +/- 0.022662,5
Lipophilicity,regression,uncertainty,0.5087153186239547,0.009806408029077385,0.508715 +/- 0.009806,0.5002778388178676,0.018802618586541416,0.500278 +/- 0.018803,0.515702479338843,0.04001229235342215,0.515702 +/- 0.040012,0.5314049586776859,0.029866629751392794,0.531405 +/- 0.029867,0.18318466378615467,0.0229095307153293,0.183185 +/- 0.022910,0.2346073771529987,0.017328664349722696,0.234607 +/- 0.017329,0.006383146778702971,0.017669350752421573,0.006383 +/- 0.017669,5
