task,task_type,method,method_group,primary_metric,primary_mean,primary_std,n_seeds,source,call_rate,selection_family,selection_note,baseline_aware_mean,baseline_aware_std
BBBP,classification,LR_ECFPDesc,candidate member,AUROC,0.9181205392545598,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
BBBP,classification,RF_ECFPDesc,candidate member,AUROC,0.9406770420301348,0.0035119887956386,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
BBBP,classification,XGB_ECFPDesc,candidate member,AUROC,0.9181998413957176,0.0029239472130476,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
BBBP,classification,chemprop_dmpnn,candidate member,AUROC,0.911379857256146,0.0037950497224401,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
BBBP,classification,chemprop_dmpnn_rdkit2d,candidate member,AUROC,0.9189928628072958,0.0032976308153826,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
BBBP,classification,chemprop_dmpnn_rdkit2d_balanced,candidate member,AUROC,0.9218279143536876,0.0071009189241019,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
BBBP,classification,val_best_single,validation-gated consensus,AUROC,0.911379857256146,0.0037950497224401,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
BBBP,classification,val_greedy_ensemble,validation-gated consensus,AUROC,0.9148988897700236,0.0032665540076146,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
BBBP,classification,voila_xgb_all_2d,candidate member,AUROC,0.9234238699444886,0.0019106200701225,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
BBBP,classification,voila_xgb_all_3d_aug,candidate member,AUROC,0.9329996034892944,0.0019189336236998,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,ExtraTrees_ECFPDesc,candidate member,AUROC,0.7356155114813719,0.0074116447095841,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,LR_ECFPDesc,candidate member,AUROC,0.6578071918918537,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,RF_ECFPDesc,candidate member,AUROC,0.752557759264741,0.01314631595478,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,XGB_ECFPDesc,candidate member,AUROC,0.7057512580877067,0.0068117171739963,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,chemprop_dmpnn,candidate member,AUROC,0.6864274537996363,0.0115970173971739,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,chemprop_dmpnn_rdkit2d,candidate member,AUROC,0.7020615722924683,0.0200025997046132,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,val_best_single,validation-gated consensus,AUROC,0.7519600795026854,0.0102688712840983,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,val_greedy_ensemble,validation-gated consensus,AUROC,0.7534218575999775,0.0098571194251164,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,voila_xgb_all_2d,candidate member,AUROC,0.7239706234758462,0.0078839327457594,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
HIV,classification,voila_xgb_all_3d_aug,candidate member,AUROC,0.7313232122467965,0.0046030379677226,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_cls_hiv_5seed/method_summary.csv,,
ESOL,regression,ExtraTrees_ECFPDesc,candidate member,MAE,0.8499032669322684,0.006263728795561,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,KRR_RBF_Desc,candidate member,MAE,0.9225162852780228,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,RF_ECFPDesc,candidate member,MAE,0.8378879931701757,0.0072217871137168,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,Ridge_ECFPDesc,candidate member,MAE,0.6014267139358824,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,SVR_RBF_Desc,candidate member,MAE,0.7169190296303157,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,XGB_ECFPDesc,candidate member,MAE,0.6021730071580743,0.0120802663558352,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,chemprop_dmpnn,candidate member,MAE,0.900850887573182,0.0094211671211029,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,chemprop_dmpnn_rdkit2d,candidate member,MAE,0.6503819304525877,0.0173538518244918,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,val_best_single,validation-gated consensus,MAE,0.6503819304525877,0.0173538518244918,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,val_greedy_ensemble,validation-gated consensus,MAE,0.6430080522415152,0.0174897305601901,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,voila_xgb_all_2d,candidate member,MAE,0.6038998604626296,0.0070078027973576,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
ESOL,regression,voila_xgb_all_3d_aug,candidate member,MAE,0.5884707501377242,0.0063508338518746,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,ExtraTrees_ECFPDesc,candidate member,MAE,4.352002474358974,0.1362790004074458,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,KRR_RBF_Desc,candidate member,MAE,3.433402192371415,4.440892098500626e-16,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,RF_ECFPDesc,candidate member,MAE,3.902471410256408,0.1842504320116193,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,Ridge_ECFPDesc,candidate member,MAE,3.743854345969665,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,SVR_RBF_Desc,candidate member,MAE,6.383847890742368,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,XGB_ECFPDesc,candidate member,MAE,2.460985430339972,0.0302206114985463,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,chemprop_dmpnn,candidate member,MAE,4.662007697955646,0.5724207498003856,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,chemprop_dmpnn_rdkit2d,candidate member,MAE,3.707031974074796,0.491505091604837,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,val_best_single,validation-gated consensus,MAE,2.446849305503643,0.0407020757933719,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,val_greedy_ensemble,validation-gated consensus,MAE,2.489888429736047,0.0395618052807313,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,voila_xgb_all_2d,candidate member,MAE,2.4317577170477462,0.0203412040576929,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
FreeSolv,regression,voila_xgb_all_3d_aug,candidate member,MAE,2.965637506090678,0.0457614014832764,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,ExtraTrees_ECFPDesc,candidate member,MAE,0.7385261261707988,0.0018413273126376,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,KRR_RBF_Desc,candidate member,MAE,0.7918020749953992,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,RF_ECFPDesc,candidate member,MAE,0.7311743044956222,0.0018024988231965,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,Ridge_ECFPDesc,candidate member,MAE,0.6707447877225797,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,SVR_RBF_Desc,candidate member,MAE,0.785349899339517,0.0,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,XGB_ECFPDesc,candidate member,MAE,0.5697293370198351,0.0044963056214412,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,chemprop_dmpnn,candidate member,MAE,0.5172680411840475,0.0045938683028695,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,chemprop_dmpnn_rdkit2d,candidate member,MAE,0.505826917258223,0.0060951940909934,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,val_best_single,validation-gated consensus,MAE,0.5074541584474772,0.0091390520066765,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,val_greedy_ensemble,validation-gated consensus,MAE,0.5014419276431128,0.0054489527995551,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,voila_xgb_all_2d,candidate member,MAE,0.5637900279689473,0.0045069410288754,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
Lipophilicity,regression,voila_xgb_all_3d_aug,candidate member,MAE,0.5733019543495707,0.0025466246734741,5,ours_rerun_same_split,0.0,modern_same_split_rerun,from results/validation_ensemble_with_3d_reg_5seed/method_summary.csv,,
