task,task_type,router,budget,primary_value_mean,primary_value_std,primary_value_mean_std,call_rate_mean,call_rate_std,call_rate_mean_std,n_seeds
ESOL,regression,R8_oof_selected_gated,40.0,0.5970779071716674,0.012362707400347846,0.597078 +/- 0.012363,11.872509960159363,14.723581784798212,11.872510 +/- 14.723582,5
ESOL,regression,R8_oof_selected_gated,60.0,0.5970095399317039,0.012422318635080696,0.597010 +/- 0.012422,13.306772908366534,17.471107559952767,13.306773 +/- 17.471108,5
ESOL,regression,R8_oof_selected_gated,80.0,0.5970095399317039,0.012422318635080696,0.597010 +/- 0.012422,13.306772908366534,17.471107559952767,13.306773 +/- 17.471108,5
ESOL,regression,R8_oof_selected_gated,100.0,0.5970095399317039,0.012422318635080696,0.597010 +/- 0.012422,13.306772908366534,17.471107559952767,13.306773 +/- 17.471108,5
ESOL,regression,R9_oof_safe_guardrail,0.0,0.6019217134369322,0.011546324794926406,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,R9_oof_safe_guardrail,5.0,0.6012116352772807,0.01138609830648595,0.601212 +/- 0.011386,1.593625498007968,2.0930558624005893,1.593625 +/- 2.093056,5
ESOL,regression,R9_oof_safe_guardrail,10.0,0.6001306477193339,0.011998779190981497,0.600131 +/- 0.011999,2.549800796812749,3.8594043149999475,2.549801 +/- 3.859404,5
ESOL,regression,R9_oof_safe_guardrail,20.0,0.5988558474270946,0.013148369104260694,0.598856 +/- 0.013148,4.54183266932271,7.764734798457264,4.541833 +/- 7.764735,5
ESOL,regression,R9_oof_safe_guardrail,40.0,0.5991441738652993,0.012853150052782912,0.599144 +/- 0.012853,8.525896414342629,15.694581857575308,8.525896 +/- 15.694582,5
ESOL,regression,R9_oof_safe_guardrail,60.0,0.5990758066253358,0.012921434215517847,0.599076 +/- 0.012921,9.9601593625498,18.55735665722344,9.960159 +/- 18.557357,5
ESOL,regression,R9_oof_safe_guardrail,80.0,0.5990758066253358,0.012921434215517847,0.599076 +/- 0.012921,9.9601593625498,18.55735665722344,9.960159 +/- 18.557357,5
ESOL,regression,R9_oof_safe_guardrail,100.0,0.5990758066253358,0.012921434215517847,0.599076 +/- 0.012921,9.9601593625498,18.55735665722344,9.960159 +/- 18.557357,5
ESOL,regression,flexibility,0.0,0.6019217134369322,0.011546324794926406,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,flexibility,5.0,0.6068247973917015,0.011359012885741501,0.606825 +/- 0.011359,5.179282868525896,0.0,5.179283 +/- 0.000000,5
ESOL,regression,flexibility,10.0,0.6082871199338085,0.01126788734131245,0.608287 +/- 0.011268,9.9601593625498,0.0,9.960159 +/- 0.000000,5
ESOL,regression,flexibility,20.0,0.6065696062300784,0.010677442827986806,0.606570 +/- 0.010677,19.9203187250996,0.0,19.920319 +/- 0.000000,5
ESOL,regression,flexibility,40.0,0.6065947691708448,0.011360741547912763,0.606595 +/- 0.011361,39.8406374501992,0.0,39.840637 +/- 0.000000,5
ESOL,regression,flexibility,60.0,0.5884961484377127,0.0012137358911803939,0.588496 +/- 0.001214,60.159362549800804,7.105427357601002e-15,60.159363 +/- 0.000000,5
ESOL,regression,flexibility,80.0,0.5949352448816794,0.0023350785950783013,0.594935 +/- 0.002335,80.0796812749004,0.0,80.079681 +/- 0.000000,5
ESOL,regression,flexibility,100.0,0.5987428289109491,0.004920617971866437,0.598743 +/- 0.004921,100.0,0.0,100.000000 +/- 0.000000,5
ESOL,regression,old_voi,0.0,0.6019217134369322,0.011546324794926406,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,old_voi,5.0,0.6004115497961461,0.010689171909549953,0.600412 +/- 0.010689,5.179282868525896,0.0,5.179283 +/- 0.000000,5
ESOL,regression,old_voi,10.0,0.5999225147900829,0.01097192623408319,0.599923 +/- 0.010972,9.9601593625498,0.0,9.960159 +/- 0.000000,5
ESOL,regression,old_voi,20.0,0.5986473318745891,0.01444508235133427,0.598647 +/- 0.014445,19.9203187250996,0.0,19.920319 +/- 0.000000,5
ESOL,regression,old_voi,40.0,0.5970338690054844,0.014862301631045903,0.597034 +/- 0.014862,39.8406374501992,0.0,39.840637 +/- 0.000000,5
ESOL,regression,old_voi,60.0,0.5991748892666335,0.015038421250321019,0.599175 +/- 0.015038,60.159362549800804,7.105427357601002e-15,60.159363 +/- 0.000000,5
ESOL,regression,old_voi,80.0,0.6020447283292671,0.01346352623587952,0.602045 +/- 0.013464,80.0796812749004,0.0,80.079681 +/- 0.000000,5
ESOL,regression,old_voi,100.0,0.5987428289109491,0.004920617971866437,0.598743 +/- 0.004921,100.0,0.0,100.000000 +/- 0.000000,5
ESOL,regression,oracle,0.0,0.6019217134369322,0.011546324794926406,0.601922 +/- 0.011546,0.0,0.0,0.000000 +/- 0.000000,5
ESOL,regression,oracle,5.0,0.5818544350650681,0.009667970715000742,0.581854 +/- 0.009668,5.179282868525896,0.0,5.179283 +/- 0.000000,5
ESOL,regression,oracle,10.0,0.569091259962439,0.008903918934816497,0.569091 +/- 0.008904,9.9601593625498,0.0,9.960159 +/- 0.000000,5
ESOL,regression,oracle,20.0,0.549774142271399,0.006699277382070251,0.549774 +/- 0.006699,19.9203187250996,0.0,19.920319 +/- 0.000000,5
